2025-07-15 12:54:32,250 - INFO - Attempting Micro download for URAVAKONDA...
2025-07-15 12:54:32,250 - INFO - Micro result: False
2025-07-15 12:54:32,250 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > VAJRAKARUR - 4745
2025-07-15 12:54:32,250 - INFO - Attempting Macro download for VAJRAKARUR...
2025-07-15 12:54:32,250 - INFO - Macro result: False
2025-07-15 12:54:32,250 - INFO - Attempting Micro download for VAJRAKARUR...
2025-07-15 12:54:32,250 - INFO - Micro result: False
2025-07-15 12:54:32,250 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > VIDAPANAKAL - 4746
2025-07-15 12:54:32,250 - INFO - Attempting Macro download for VIDAPANAKAL...
2025-07-15 12:54:32,266 - INFO - Macro result: False
2025-07-15 12:54:32,266 - INFO - Attempting Micro download for VIDAPANAKAL...
2025-07-15 12:54:32,266 - INFO - Micro result: False
2025-07-15 12:54:32,266 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > YADIKI - 4747
2025-07-15 12:54:32,266 - INFO - Attempting Macro download for YADIKI...
2025-07-15 12:54:32,266 - INFO - Macro result: False
2025-07-15 12:54:32,266 - INFO - Attempting Micro download for YADIKI...
2025-07-15 12:54:32,266 - INFO - Micro result: False
2025-07-15 12:54:32,266 - INFO - Scraping: 2023-24 > ANDHRA PRADESH > ANANTAPUR > YELLANUR - 4748
2025-07-15 12:54:32,266 - INFO - Attempting Macro download for YELLANUR...
2025-07-15 12:54:32,266 - INFO - Macro result: False
2025-07-15 12:54:32,266 - INFO - Attempting Micro download for YELLANUR...
2025-07-15 12:54:32,266 - INFO - Micro result: False
2025-07-15 12:54:32,266 - ERROR - Failed district: Alluri Sitharama Raju | Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=137.0.7151.103)
Stacktrace:
	GetHandleVerifier [0x0x7ff63896cda5+78885]
	GetHandleVerifier [0x0x7ff63896ce00+78976]
	(No symbol) [0x0x7ff638729bca]
	(No symbol) [0x0x7ff638701e71]
	(No symbol) [0x0x7ff6387b039e]
	(No symbol) [0x0x7ff6387d0b42]
	(No symbol) [0x0x7ff6387a8963]
